EventId,Date,Time,Actual,Forecast,Previous
GBP::public sector net borrowing::none,2007-09-01,17:00,8.22B,,-6.03B
GBP::public sector net cash requirement::none,2007-09-01,17:00,5.36B,,-13.25B
GBP::rpi::m/m,2007-09-01,17:00,0.60%,,-0.60%
GBP::rpi::y/y,2007-09-01,17:00,4.10%,,3.80%
GBP::average earnings index +bonus::none,2007-09-01,17:00,4.70%,,4.50%
GBP::brc retail sales monitor::y/y,2007-09-01,17:00,1.80%,,1.19%
GBP::cpi::m/m,2007-09-01,17:00,0.40%,,-0.60%
GBP::claimant count change::none,2007-09-01,17:00,-5.00K,,-5.60K
GBP::core retail sales::m/m,2007-09-01,17:00,0.30%,,0.60%
GBP::core retail sales::y/y,2007-09-01,17:00,3.20%,,2.90%
GBP::halifax house price index::m/m,2007-09-01,17:00,0.30%,,0.70%
GBP::halifax house price index::y/y,2007-09-01,17:00,11.40%,,11.20%
GBP::industrial production::m/m,2007-09-01,17:00,0.50%,,-0.50%
GBP::manufacturing production::m/m,2007-09-01,17:00,1.00%,,-0.70%
GBP::nationwide hpi::m/m,2007-09-01,17:00,0.60%,,0.00%
GBP::nationwide hpi::y/y,2007-09-01,17:00,9.60%,,9.90%
GBP::ppi input::m/m,2007-09-01,17:00,-1.20%,,1.10%
GBP::retail sales::m/m,2007-09-01,17:00,0.30%,,0.50%
GBP::retail sales::y/y,2007-09-01,17:00,3.40%,,2.90%
GBP::trade balance::none,2007-09-01,17:00,-8.25B,,-7.80B
GBP::trade balance non - eu::none,2007-09-01,17:00,-4.52B,,-4.18B
GBP::unemployment rate::none,2007-09-01,17:00,5.30%,,5.30%
MXN::consumer confidence::none,2007-09-01,17:00,106.40,,105.10
MXN::consumer confidence n.s.a.::none,2007-09-01,17:00,108.00,,104.80
MXN::core cpi::m/m,2007-09-01,17:00,0.27%,,0.30%
MXN::economic activity::m/m,2007-09-01,17:00,0.09%,,0.09%
MXN::economic activity::y/y,2007-09-01,17:00,2.95%,,4.05%
MXN::fiscal balance::none,2007-09-01,17:00,-0.29B,,15.67B
MXN::gross fixed investments::m/m,2007-09-01,17:00,0.53%,,1.99%
MXN::gross fixed investments::y/y,2007-09-01,17:00,5.33%,,7.15%
MXN::industrial production::m/m,2007-09-01,17:00,-1.04%,,0.53%
MXN::industrial production::y/y,2007-09-01,17:00,-0.23%,,2.32%
MXN::trade balance::none,2007-09-01,17:00,-1.06B,,-0.70B
MXN::trade balance (usd)::none,2007-09-01,17:00,-0.52B,,-0.84B
MXN::unemployment rate::none,2007-09-01,17:00,3.58%,,3.48%
MXN::cpi::m/m,2007-09-01,17:00,0.41%,,0.42%
MXN::cpi::y/y,2007-09-01,17:00,4.03%,,4.14%
MXN::interest rate decision::none,2007-09-01,17:00,7.25%,,7.25%
USD::10 - year note auction::none,2007-09-01,17:00,4.75%,,4.50%
USD::average hourly earnings::m/m,2007-09-01,17:00,0.10%,,0.00%
USD::cb consumer confidence::none,2007-09-01,17:00,105.60,,111.90
USD::chicago pmi::none,2007-09-01,17:00,52.20,,52.80
USD::core pce price index::m/m,2007-09-01,17:00,0.20%,,0.10%
USD::core pce price index::y/y,2007-09-01,17:00,1.90%,,2.00%
USD::core retail sales::m/m,2007-09-01,17:00,-0.10%,,0.60%
USD::crude oil inventories::none,2007-09-01,17:00,-2.87M,,-2.54M
USD::existing home sales::none,2007-09-01,17:00,4.87M,,5.07M
USD::ism manufacturing pmi::none,2007-09-01,17:00,50.90,,52.40
USD::ism manufacturing prices::none,2007-09-01,17:00,63.00,,65.00
USD::ism non - manufacturing pmi::none,2007-09-01,17:00,52.80,,53.60
USD::ism non - manufacturing prices::none,2007-09-01,17:00,59.90,,60.30
USD::initial jobless claims::none,2007-09-01,17:00,319.22K,,313.32K
USD::jolts job openings::none,2007-09-01,17:00,4.51M,,4.43M
USD::new home sales::none,2007-09-01,17:00,699.00K,,778.00K
USD::philadelphia fed manufacturing index::none,2007-09-01,17:00,-0.80,,6.70
USD::retail sales::m/m,2007-09-01,17:00,0.30%,,0.50%
USD::all car sales::none,2007-09-01,17:00,7.31M,,7.21M
USD::all truck sales::none,2007-09-01,17:00,8.72M,,8.29M
USD::average weekly hours::none,2007-09-01,17:00,34.60,,34.60
USD::cb employment trends index::none,2007-09-01,17:00,126.90,,127.10
"USD::cpi index, n.s.a.::none",2007-09-01,17:00,207.92,,208.30
USD::capacity utilization rate::none,2007-09-01,17:00,80.50%,,80.50%
USD::chain store sales::m/m,2007-09-01,17:00,2.90%,,2.60%
USD::chain store sales::w/w,2007-09-01,17:00,-0.08%,,0.27%
USD::chain store sales::y/y,2007-09-01,17:00,2.53%,,3.01%
USD::challenger job cuts::none,2007-09-01,17:00,79.46K,,42.90K
USD::chicago fed national activity::none,2007-09-01,17:00,-0.37,,-0.44
USD::cleveland cpi::m/m,2007-09-01,17:00,0.20%,,0.20%
USD::core cpi index::none,2007-09-01,17:00,211.12,,210.77
USD::dallas fed mfg business index::none,2007-09-01,17:00,2.50,,3.10
USD::dallas fed pce::none,2007-09-01,17:00,2.20%,,2.00%
USD::dallas fed services revenues::none,2007-09-01,17:00,27.90,,22.30
USD::domestic truck sales::none,2007-09-01,17:00,7.39M,,6.92M
USD::durables excluding defense::m/m,2007-09-01,17:00,-4.20%,,2.70%
USD::eia weekly distillates stocks::none,2007-09-01,17:00,1.14M,,1.21M
USD::factory orders ex transportation::m/m,2007-09-01,17:00,0.00%,,1.00%
USD::gasoline inventories::none,2007-09-01,17:00,-2.81M,,-0.09M
USD::government payrolls::none,2007-09-01,17:00,55.00K,,-36.00K
USD::house price index::none,2007-09-01,17:00,223.10,,224.00
USD::house price index::m/m,2007-09-01,17:00,-0.40%,,-0.50%
USD::house price index::y/y,2007-09-01,17:00,-0.40%,,0.30%
USD::ism manufacturing new orders index::none,2007-09-01,17:00,54.40,,58.60
USD::ism non - manufacturing business activity::none,2007-09-01,17:00,55.70,,57.10
USD::ism non - manufacturing new orders::none,2007-09-01,17:00,56.70,,54.50
USD::ism - new york index::none,2007-09-01,17:00,428.50,,430.10
USD::jobless claims 4 - week avg.::none,2007-09-01,17:00,315.68K,,315.65K
USD::kc fed composite index::none,2007-09-01,17:00,8.00,,7.00
USD::kc fed manufacturing index::none,2007-09-01,17:00,16.00,,11.00
USD::mba 30 - year mortgage rate::none,2007-09-01,17:00,6.44%,,6.57%
USD::mba purchase index::none,2007-09-01,17:00,440.14,,436.40
USD::manufacturing payrolls::none,2007-09-01,17:00,-61.00K,,-22.00K
USD::manufacturing production::m/m,2007-09-01,17:00,-0.40%,,0.20%
USD::michigan current conditions::none,2007-09-01,17:00,98.40,,105.70
USD::midwest manufacturing::none,2007-09-01,17:00,100.30,,100.30
USD::mortgage market index::none,2007-09-01,17:00,641.70,,621.93
USD::mortgage refinance index::none,2007-09-01,17:00,"1,818.34",,"1,709.94"
USD::nahb housing market index::none,2007-09-01,17:00,22.00,,24.00
USD::nfib small business optimism::none,2007-09-01,17:00,96.30,,97.60
USD::natural gas storage::none,2007-09-01,17:00,32.22B,,76.32B
USD::overall net capital flow::none,2007-09-01,17:00,-143.20B,,84.90B
USD::pending home sales index::none,2007-09-01,17:00,85.10,,92.80
USD::personal income::m/m,2007-09-01,17:00,0.10%,,0.40%
USD::philly fed business conditions::none,2007-09-01,17:00,30.70,,27.00
USD::philly fed capex index::none,2007-09-01,17:00,25.50,,18.30
USD::philly fed new orders::none,2007-09-01,17:00,3.20,,8.50
USD::philly fed prices paid::none,2007-09-01,17:00,11.30,,21.40
USD::real earnings::m/m,2007-09-01,17:00,0.10%,,-0.20%
USD::real personal consumption::m/m,2007-09-01,17:00,0.30%,,0.20%
USD::redbook::m/m,2007-09-01,17:00,-0.47%,,0.08%
USD::redbook::y/y,2007-09-01,17:00,2.46%,,2.38%
USD::retail sales ex gas/autos::m/m,2007-09-01,17:00,-0.20%,,0.70%
USD::richmond manufacturing index::none,2007-09-01,17:00,1.00,,-1.00
USD::richmond manufacturing shipments::none,2007-09-01,17:00,3.00,,3.00
USD::richmond services index::none,2007-09-01,17:00,-6.00,,5.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-09-01,17:00,-1.00%,,-1.00%
USD::tic net long - term transactions including swaps::none,2007-09-01,17:00,-93.40B,,-18.00B
USD::texas services sector outlook::none,2007-09-01,17:00,9.70,,5.60
"USD::us foreign buying, t - bonds::none",2007-09-01,17:00,-4.50B,,-9.40B
USD::wholesale inventories::m/m,2007-09-01,17:00,0.40%,,0.10%
USD::5 - year note auction::none,2007-09-01,17:00,4.13%,,4.63%
USD::business inventories::m/m,2007-09-01,17:00,0.40%,,0.10%
USD::construction spending::m/m,2007-09-01,17:00,0.60%,,-1.10%
USD::consumer credit::none,2007-09-01,17:00,19.08B,,16.62B
USD::continuing jobless claims::none,2007-09-01,17:00,"2,557.52K",,"2,541.23K"
USD::existing home sales::m/m,2007-09-01,17:00,-3.90%,,-1.00%
USD::export price index::m/m,2007-09-01,17:00,0.20%,,0.10%
USD::factory orders::m/m,2007-09-01,17:00,-1.20%,,2.20%
USD::federal budget balance::none,2007-09-01,17:00,-117.00B,,-36.40B
USD::housing starts::none,2007-09-01,17:00,1.33M,,1.35M
USD::housing starts::m/m,2007-09-01,17:00,-1.80%,,-6.50%
USD::ism manufacturing employment::none,2007-09-01,17:00,50.00,,49.80
USD::ism non - manufacturing employment::none,2007-09-01,17:00,48.30,,51.10
USD::import price index::m/m,2007-09-01,17:00,-0.30%,,1.20%
USD::industrial production::m/m,2007-09-01,17:00,0.10%,,0.00%
USD::michigan 1 - year inflation expectations::none,2007-09-01,17:00,3.20%,,3.40%
USD::michigan 5 - year inflation expectations::none,2007-09-01,17:00,2.90%,,3.10%
USD::michigan consumer expectations::none,2007-09-01,17:00,74.10,,81.50
USD::michigan consumer sentiment::none,2007-09-01,17:00,83.40,,92.40
USD::ny empire state manufacturing index::none,2007-09-01,17:00,22.69,,26.32
USD::new home sales::m/m,2007-09-01,17:00,-10.20%,,-1.90%
USD::pending home sales::m/m,2007-09-01,17:00,-8.30%,,-7.30%
USD::personal spending::m/m,2007-09-01,17:00,0.40%,,0.40%
USD::philly fed employment::none,2007-09-01,17:00,15.60,,6.00
USD::private nonfarm payrolls::none,2007-09-01,17:00,-72.00K,,2.00K
USD::retail control::m/m,2007-09-01,17:00,-0.10%,,0.80%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-09-01,17:00,-0.70%,,-0.40%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-09-01,17:00,-4.30%,,-3.80%
USD::tic net long - term transactions::none,2007-09-01,17:00,-72.90B,,11.20B
USD::trade balance::none,2007-09-01,17:00,-57.00B,,-59.90B
USD::fed's balance sheet::none,2007-09-06,04:30,871.16B,,872.87B
USD::nonfarm payrolls::none,2007-09-07,20:30,93K,,92K
USD::u.s. baker hughes oil rig count::none,2007-09-08,01:00,294,,300
USD::cftc crude oil speculative net positions::none,2007-09-08,04:30,32.9k,,7.4k
USD::fed's balance sheet::none,2007-09-13,04:30,886.31B,,871.16B
CNY::pboc interest rate::none,2007-09-14,18:00,7.29%,,7.02%
USD::u.s. baker hughes oil rig count::none,2007-09-15,01:00,298,,294
USD::cftc crude oil speculative net positions::none,2007-09-15,04:30,26.6k,,32.9k
ILS::cpi::y/y,2007-09-15,23:00,1%,,0.3%
USD::fed interest rate decision::none,2007-09-19,02:00,4.75%,,5.25%
USD::cpi::m/m,2007-09-19,20:30,0.0%,,0.2%
USD::cpi::y/y,2007-09-19,20:30,2.0%,,2.4%
USD::core cpi::m/m,2007-09-19,20:30,0.2%,,0.2%
USD::core cpi::y/y,2007-09-19,20:30,2.1%,,2.2%
USD::fed's balance sheet::none,2007-09-20,04:30,867.73B,,886.31B
USD::us leading index::m/m,2007-09-20,23:00,-0.6%,-0.1%,0.7%
USD::u.s. baker hughes oil rig count::none,2007-09-22,01:00,305,,298
USD::cftc crude oil speculative net positions::none,2007-09-22,04:30,39.1k,,26.6k
EUR::german ifo business climate index::none,2007-09-25,17:00,104.2,105,105.8
USD::fed's balance sheet::none,2007-09-27,04:30,889.90B,,867.73B
USD::u.s. baker hughes oil rig count::none,2007-09-29,01:00,311,,305
USD::cftc crude oil speculative net positions::none,2007-09-29,04:30,28.1k,,39.1k
CAD::boc interest rate decision::none,2007-10-01,17:00,4.50%,,4.50%
CAD::budget balance::none,2007-10-01,17:00,0.01B,,-0.13B
CAD::budget balance::y/y,2007-10-01,17:00,6.63B,,6.62B
CAD::cpi::y/y,2007-10-01,17:00,2.50%,,1.70%
CAD::exports::none,2007-10-01,17:00,37.10B,,38.07B
CAD::foreign securities purchases by canadians::none,2007-10-01,17:00,-4.50B,,-7.13B
CAD::full employment change::none,2007-10-01,17:00,14.80K,,-0.60K
CAD::ippi::m/m,2007-10-01,17:00,-0.80%,,-1.00%
CAD::ippi::y/y,2007-10-01,17:00,0.20%,,-0.60%
CAD::imports::none,2007-10-01,17:00,34.49B,,34.28B
CAD::ivey pmi n.s.a::none,2007-10-01,17:00,56.00,,58.50
CAD::manufacturing sales::m/m,2007-10-01,17:00,-0.70%,,-0.80%
CAD::part time employment change::none,2007-10-01,17:00,30.10K,,8.30K
CAD::participation rate::none,2007-10-01,17:00,67.50%,,67.40%
CAD::rmpi::y/y,2007-10-01,17:00,8.70%,,3.50%
CAD::building permits::m/m,2007-10-01,17:00,-1.70%,,3.80%
CAD::cpi::m/m,2007-10-01,17:00,0.20%,,-0.30%
CAD::core cpi::m/m,2007-10-01,17:00,0.40%,,0.10%
CAD::core cpi::y/y,2007-10-01,17:00,2.00%,,2.20%
CAD::core retail sales::m/m,2007-10-01,17:00,-0.20%,,0.50%
CAD::employment change::none,2007-10-01,17:00,45.00K,,7.70K
CAD::foreign securities purchases::none,2007-10-01,17:00,-4.46B,,-3.83B
CAD::gdp::m/m,2007-10-01,17:00,0.00%,,0.50%
CAD::housing starts::none,2007-10-01,17:00,290.40K,,231.80K
CAD::new housing price index::m/m,2007-10-01,17:00,0.30%,,0.40%
CAD::rmpi::m/m,2007-10-01,17:00,-0.80%,,-2.90%
CAD::retail sales::m/m,2007-10-01,17:00,-1.10%,,0.90%
CAD::trade balance::none,2007-10-01,17:00,2.61B,,3.79B
CAD::unemployment rate::none,2007-10-01,17:00,5.90%,,5.90%
CAD::wholesale sales::m/m,2007-10-01,17:00,0.20%,,0.10%
GBP::boe interest rate decision::none,2007-10-01,17:00,5.75%,,5.75%
GBP::cpi::y/y,2007-10-01,17:00,1.80%,,1.80%
GBP::average earnings ex bonus::none,2007-10-01,17:00,4.70%,,4.60%
GBP::boe consumer credit::none,2007-10-01,17:00,1.39B,,0.91B
GBP::cbi distributive trades survey::none,2007-10-01,17:00,12.00,,15.00
GBP::cbi industrial trends orders::none,2007-10-01,17:00,6.00,,9.00
GBP::core ppi output::m/m,2007-10-01,17:00,0.00%,,0.10%
GBP::core ppi output::y/y,2007-10-01,17:00,1.20%,,1.30%
GBP::core rpi::m/m,2007-10-01,17:00,0.30%,,0.40%
GBP::core rpi::y/y,2007-10-01,17:00,2.80%,,2.70%
GBP::gfk consumer confidence::none,2007-10-01,17:00,-7.00,,-4.00
GBP::industrial production::y/y,2007-10-01,17:00,-0.80%,,0.20%
GBP::m4 money supply::m/m,2007-10-01,17:00,0.90%,,1.50%
GBP::manufacturing production::y/y,2007-10-01,17:00,-0.40%,,0.60%
GBP::mortgage approvals::none,2007-10-01,17:00,99.22K,,107.69K
GBP::mortgage lending::none,2007-10-01,17:00,9.63B,,9.17B
GBP::ppi input::y/y,2007-10-01,17:00,6.10%,,-0.10%
GBP::ppi output::m/m,2007-10-01,17:00,0.30%,,0.10%
GBP::ppi output::y/y,2007-10-01,17:00,2.40%,,1.70%
GBP::public sector net borrowing::none,2007-10-01,17:00,5.80B,,8.22B
GBP::public sector net cash requirement::none,2007-10-01,17:00,8.77B,,5.36B
GBP::rpi::m/m,2007-10-01,17:00,0.30%,,0.60%
GBP::rpi::y/y,2007-10-01,17:00,3.90%,,4.10%
GBP::average earnings index +bonus::none,2007-10-01,17:00,5.10%,,4.70%
GBP::brc retail sales monitor::y/y,2007-10-01,17:00,3.00%,,1.80%
GBP::cpi::m/m,2007-10-01,17:00,0.10%,,0.40%
GBP::claimant count change::none,2007-10-01,17:00,-6.80K,,-5.00K
GBP::core retail sales::m/m,2007-10-01,17:00,0.20%,,0.30%
GBP::core retail sales::y/y,2007-10-01,17:00,4.10%,,3.20%
GBP::halifax house price index::m/m,2007-10-01,17:00,-0.50%,,0.30%
GBP::halifax house price index::y/y,2007-10-01,17:00,10.70%,,11.40%
GBP::industrial production::m/m,2007-10-01,17:00,-0.60%,,0.50%
GBP::manufacturing production::m/m,2007-10-01,17:00,-0.80%,,1.00%
GBP::nationwide hpi::m/m,2007-10-01,17:00,0.50%,,0.60%
GBP::nationwide hpi::y/y,2007-10-01,17:00,9.00%,,9.60%
GBP::ppi input::m/m,2007-10-01,17:00,2.50%,,-1.20%
GBP::retail sales::m/m,2007-10-01,17:00,0.20%,,0.30%
GBP::retail sales::y/y,2007-10-01,17:00,4.10%,,3.40%
GBP::trade balance::none,2007-10-01,17:00,-7.95B,,-8.25B
GBP::trade balance non - eu::none,2007-10-01,17:00,-4.14B,,-4.52B
GBP::unemployment rate::none,2007-10-01,17:00,5.30%,,5.30%
MXN::consumer confidence::none,2007-10-01,17:00,103.50,,106.40
MXN::consumer confidence n.s.a.::none,2007-10-01,17:00,105.30,,108.00
MXN::core cpi::m/m,2007-10-01,17:00,0.48%,,0.27%
MXN::economic activity::m/m,2007-10-01,17:00,0.30%,,0.09%
MXN::economic activity::y/y,2007-10-01,17:00,2.54%,,2.95%
MXN::fiscal balance::none,2007-10-01,17:00,11.47B,,-0.29B
MXN::gross fixed investments::m/m,2007-10-01,17:00,2.12%,,0.53%
MXN::gross fixed investments::y/y,2007-10-01,17:00,3.19%,,5.33%
MXN::industrial production::m/m,2007-10-01,17:00,1.08%,,-1.04%
MXN::industrial production::y/y,2007-10-01,17:00,0.42%,,-0.23%
MXN::trade balance::none,2007-10-01,17:00,-0.64B,,-1.06B
MXN::trade balance (usd)::none,2007-10-01,17:00,-0.56B,,-0.52B
MXN::unemployment rate::none,2007-10-01,17:00,3.53%,,3.58%
MXN::unemployment rate n.s.a.::none,2007-10-01,17:00,3.76%,,3.83%
MXN::cpi::m/m,2007-10-01,17:00,0.78%,,0.41%
MXN::cpi::y/y,2007-10-01,17:00,3.79%,,4.03%
MXN::interest rate decision::none,2007-10-01,17:00,7.25%,,7.25%
SEK::consumer confidence::none,2007-10-01,17:00,106.70,,110.40
USD::10 - year note auction::none,2007-10-01,17:00,4.75%,,4.75%
USD::average hourly earnings::m/m,2007-10-01,17:00,0.20%,,0.10%
USD::cb consumer confidence::none,2007-10-01,17:00,99.50,,105.60
USD::chicago pmi::none,2007-10-01,17:00,52.70,,52.20
USD::core pce price index::m/m,2007-10-01,17:00,0.30%,,0.20%
USD::core pce price index::y/y,2007-10-01,17:00,2.00%,,1.90%
USD::core retail sales::m/m,2007-10-01,17:00,0.50%,,-0.10%
USD::crude oil inventories::none,2007-10-01,17:00,-1.98M,,-2.87M
USD::existing home sales::none,2007-10-01,17:00,4.58M,,4.87M
USD::ism manufacturing pmi::none,2007-10-01,17:00,51.00,,50.90
USD::ism manufacturing prices::none,2007-10-01,17:00,59.00,,63.00
USD::ism non - manufacturing pmi::none,2007-10-01,17:00,52.50,,52.80
USD::ism non - manufacturing prices::none,2007-10-01,17:00,68.60,,59.90
USD::initial jobless claims::none,2007-10-01,17:00,313.25K,,319.22K
USD::jolts job openings::none,2007-10-01,17:00,4.48M,,4.51M
USD::new home sales::none,2007-10-01,17:00,686.00K,,699.00K
USD::philadelphia fed manufacturing index::none,2007-10-01,17:00,7.00,,-0.80
USD::retail sales::m/m,2007-10-01,17:00,0.80%,,0.30%
USD::all car sales::none,2007-10-01,17:00,7.52M,,7.31M
USD::all truck sales::none,2007-10-01,17:00,8.68M,,8.72M
USD::average weekly hours::none,2007-10-01,17:00,34.60,,34.60
USD::cb employment trends index::none,2007-10-01,17:00,126.40,,126.90
"USD::cpi index, n.s.a.::none",2007-10-01,17:00,208.49,,207.92
USD::capacity utilization rate::none,2007-10-01,17:00,80.80%,,80.50%
USD::chain store sales::m/m,2007-10-01,17:00,1.70%,,2.90%
USD::chain store sales::w/w,2007-10-01,17:00,-0.45%,,-0.08%
USD::chain store sales::y/y,2007-10-01,17:00,2.73%,,2.53%
USD::challenger job cuts::none,2007-10-01,17:00,71.74K,,79.46K
USD::chicago fed national activity::none,2007-10-01,17:00,-0.18,,-0.37
USD::cleveland cpi::m/m,2007-10-01,17:00,0.30%,,0.20%
USD::core cpi index::none,2007-10-01,17:00,211.55,,211.12
USD::dallas fed mfg business index::none,2007-10-01,17:00,0.10,,2.50
USD::dallas fed pce::none,2007-10-01,17:00,3.20%,,2.20%
USD::dallas fed services revenues::none,2007-10-01,17:00,30.20,,27.90
USD::domestic truck sales::none,2007-10-01,17:00,7.26M,,7.39M
USD::durables excluding defense::m/m,2007-10-01,17:00,-0.90%,,-4.20%
USD::eia weekly distillates stocks::none,2007-10-01,17:00,0.93M,,1.14M
USD::factory orders ex transportation::m/m,2007-10-01,17:00,0.50%,,0.00%
USD::gasoline inventories::none,2007-10-01,17:00,0.06M,,-2.81M
USD::government payrolls::none,2007-10-01,17:00,53.00K,,55.00K
USD::house price index::none,2007-10-01,17:00,222.20,,223.10
USD::house price index::m/m,2007-10-01,17:00,-0.40%,,-0.40%
USD::house price index::y/y,2007-10-01,17:00,-0.80%,,-0.40%
USD::ism manufacturing new orders index::none,2007-10-01,17:00,54.40,,54.40
USD::ism non - manufacturing business activity::none,2007-10-01,17:00,54.20,,55.70
USD::ism non - manufacturing new orders::none,2007-10-01,17:00,52.60,,56.70
USD::ism - new york index::none,2007-10-01,17:00,422.30,,428.50
USD::jobless claims 4 - week avg.::none,2007-10-01,17:00,316.56K,,315.68K
USD::kc fed composite index::none,2007-10-01,17:00,2.00,,8.00
USD::kc fed manufacturing index::none,2007-10-01,17:00,5.00,,16.00
USD::mba 30 - year mortgage rate::none,2007-10-01,17:00,6.31%,,6.44%
USD::mba purchase index::none,2007-10-01,17:00,432.55,,440.14
USD::manufacturing payrolls::none,2007-10-01,17:00,-38.00K,,-61.00K
USD::manufacturing production::m/m,2007-10-01,17:00,0.50%,,-0.40%
USD::michigan current conditions::none,2007-10-01,17:00,97.90,,97.70
USD::midwest manufacturing::none,2007-10-01,17:00,100.40,,100.30
USD::mortgage market index::none,2007-10-01,17:00,655.38,,641.70
USD::mortgage refinance index::none,2007-10-01,17:00,"1,953.88",,"1,818.34"
USD::nahb housing market index::none,2007-10-01,17:00,20.00,,22.00
USD::nfib small business optimism::none,2007-10-01,17:00,97.30,,96.30
USD::natural gas storage::none,2007-10-01,17:00,64.50B,,32.22B
USD::overall net capital flow::none,2007-10-01,17:00,-35.20B,,-143.20B
USD::pending home sales index::none,2007-10-01,17:00,86.80,,85.10
USD::personal income::m/m,2007-10-01,17:00,0.70%,,0.10%
USD::philly fed business conditions::none,2007-10-01,17:00,32.90,,30.70
USD::philly fed capex index::none,2007-10-01,17:00,16.50,,25.50
USD::philly fed new orders::none,2007-10-01,17:00,12.70,,3.20
USD::philly fed prices paid::none,2007-10-01,17:00,24.60,,11.30
USD::real earnings::m/m,2007-10-01,17:00,-0.20%,,0.10%
USD::real personal consumption::m/m,2007-10-01,17:00,0.00%,,0.30%
USD::redbook::m/m,2007-10-01,17:00,0.68%,,-0.47%
USD::redbook::y/y,2007-10-01,17:00,2.05%,,2.46%
USD::retail sales ex gas/autos::m/m,2007-10-01,17:00,0.10%,,-0.20%
USD::richmond manufacturing index::none,2007-10-01,17:00,3.00,,1.00
USD::richmond manufacturing shipments::none,2007-10-01,17:00,6.00,,3.00
USD::richmond services index::none,2007-10-01,17:00,-6.00,,-6.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-10-01,17:00,-0.90%,,-1.00%
USD::tic net long - term transactions including swaps::none,2007-10-01,17:00,-10.20B,,-93.40B
USD::texas services sector outlook::none,2007-10-01,17:00,10.20,,9.70
"USD::us foreign buying, t - bonds::none",2007-10-01,17:00,24.30B,,-4.50B
USD::wholesale inventories::m/m,2007-10-01,17:00,0.80%,,0.40%
USD::5 - year note auction::none,2007-10-01,17:00,4.25%,,4.13%
USD::business inventories::m/m,2007-10-01,17:00,0.60%,,0.40%
USD::construction spending::m/m,2007-10-01,17:00,0.40%,,0.60%
USD::consumer credit::none,2007-10-01,17:00,14.53B,,19.08B
USD::continuing jobless claims::none,2007-10-01,17:00,"2,530.25K",,"2,557.52K"
USD::existing home sales::m/m,2007-10-01,17:00,-6.00%,,-3.90%
USD::export price index::m/m,2007-10-01,17:00,0.30%,,0.20%
USD::factory orders::m/m,2007-10-01,17:00,-1.10%,,-1.20%
USD::federal budget balance::none,2007-10-01,17:00,112.90B,,-117.00B
USD::housing starts::none,2007-10-01,17:00,1.18M,,1.33M
USD::housing starts::m/m,2007-10-01,17:00,-11.10%,,-1.80%
USD::ism manufacturing employment::none,2007-10-01,17:00,52.00,,50.00
USD::ism non - manufacturing employment::none,2007-10-01,17:00,52.50,,48.30
USD::import price index::m/m,2007-10-01,17:00,0.60%,,-0.30%
USD::industrial production::m/m,2007-10-01,17:00,0.40%,,0.10%
USD::michigan 1 - year inflation expectations::none,2007-10-01,17:00,3.10%,,3.20%
USD::michigan 5 - year inflation expectations::none,2007-10-01,17:00,2.90%,,2.90%
USD::michigan consumer expectations::none,2007-10-01,17:00,74.40,,73.70
USD::michigan consumer sentiment::none,2007-10-01,17:00,83.40,,83.30
USD::ny empire state manufacturing index::none,2007-10-01,17:00,14.74,,22.69
USD::new home sales::m/m,2007-10-01,17:00,-1.90%,,-10.20%
USD::pending home sales::m/m,2007-10-01,17:00,2.00%,,-8.30%
USD::personal spending::m/m,2007-10-01,17:00,0.40%,,0.40%
USD::philly fed employment::none,2007-10-01,17:00,5.20,,15.60
USD::private nonfarm payrolls::none,2007-10-01,17:00,33.00K,,-72.00K
USD::retail control::m/m,2007-10-01,17:00,0.20%,,-0.10%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-10-01,17:00,-0.90%,,-0.70%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-10-01,17:00,-4.90%,,-4.30%
USD::tic net long - term transactions::none,2007-10-01,17:00,13.90B,,-72.90B
USD::trade balance::none,2007-10-01,17:00,-57.80B,,-57.00B
USD::fed's balance sheet::none,2007-10-04,04:30,869.05B,,889.90B
USD::nonfarm payrolls::none,2007-10-05,20:30,96K,,-4K
USD::u.s. baker hughes oil rig count::none,2007-10-06,01:00,318,,311
USD::cftc crude oil speculative net positions::none,2007-10-06,04:30,41.5k,,28.1k
USD::fed's balance sheet::none,2007-10-11,04:30,886.36B,,869.05B
USD::u.s. baker hughes oil rig count::none,2007-10-13,01:00,319,,318
USD::cftc crude oil speculative net positions::none,2007-10-13,04:30,53.4k,,41.5k
ILS::cpi::y/y,2007-10-15,23:00,1.4%,,1%
USD::cpi::m/m,2007-10-17,20:30,0.4%,,0.0%
USD::cpi::y/y,2007-10-17,20:30,2.8%,,2.0%
USD::core cpi::m/m,2007-10-17,20:30,0.2%,,0.2%
USD::core cpi::y/y,2007-10-17,20:30,2.1%,,2.1%
USD::fed's balance sheet::none,2007-10-18,04:30,869.51B,,886.36B
USD::us leading index::m/m,2007-10-18,23:00,0.3%,0.3%,-0.8%
USD::u.s. baker hughes oil rig count::none,2007-10-20,01:00,320,,319
USD::cftc crude oil speculative net positions::none,2007-10-20,04:30,68.6k,,53.4k
USD::fed's balance sheet::none,2007-10-25,04:30,881.40B,,869.51B
