EventId,Date,Time,Actual,Forecast,Previous
USD::tic net long - term transactions including swaps::none,2007-12-01,17:00,65.30B,,109.30B
USD::texas services sector outlook::none,2007-12-01,17:00,1.40,,7.10
"USD::us foreign buying, t - bonds::none",2007-12-01,17:00,19.80B,,54.90B
USD::wholesale inventories::m/m,2007-12-01,17:00,1.20%,,0.20%
USD::5 - year note auction::none,2007-12-01,17:00,3.38%,,3.88%
USD::business inventories::m/m,2007-12-01,17:00,0.60%,,0.40%
USD::construction spending::m/m,2007-12-01,17:00,-2.20%,,-1.10%
USD::consumer credit::none,2007-12-01,17:00,15.45B,,13.19B
USD::continuing jobless claims::none,2007-12-01,17:00,"2,621.77K",,"2,568.96K"
USD::existing home sales::m/m,2007-12-01,17:00,0.70%,,-3.30%
USD::export price index::m/m,2007-12-01,17:00,0.90%,,0.80%
USD::factory orders::m/m,2007-12-01,17:00,3.30%,,1.80%
USD::federal budget balance::none,2007-12-01,17:00,-98.20B,,-56.80B
USD::housing starts::none,2007-12-01,17:00,1.20M,,1.26M
USD::housing starts::m/m,2007-12-01,17:00,-5.30%,,6.80%
USD::ism manufacturing employment::none,2007-12-01,17:00,48.40,,50.70
USD::ism non - manufacturing employment::none,2007-12-01,17:00,51.60,,53.60
USD::import price index::m/m,2007-12-01,17:00,3.20%,,1.50%
USD::industrial production::m/m,2007-12-01,17:00,0.60%,,-0.50%
USD::michigan 1 - year inflation expectations::none,2007-12-01,17:00,3.40%,,3.10%
USD::michigan 5 - year inflation expectations::none,2007-12-01,17:00,2.90%,,2.80%
USD::michigan consumer expectations::none,2007-12-01,17:00,64.00,,70.10
USD::michigan consumer sentiment::none,2007-12-01,17:00,76.10,,82.00
USD::ny empire state manufacturing index::none,2007-12-01,17:00,25.77,,26.10
USD::new home sales::m/m,2007-12-01,17:00,-11.80%,,6.00%
USD::pending home sales::m/m,2007-12-01,17:00,-0.80%,,2.40%
USD::personal spending::m/m,2007-12-01,17:00,0.80%,,0.20%
USD::philly fed employment::none,2007-12-01,17:00,4.20,,8.60
USD::private nonfarm payrolls::none,2007-12-01,17:00,80.00K,,65.00K
USD::retail control::m/m,2007-12-01,17:00,1.10%,,0.30%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-12-01,17:00,-2.10%,,-1.40%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-12-01,17:00,-7.70%,,-6.10%
USD::tic net long - term transactions::none,2007-12-01,17:00,82.00B,,128.90B
USD::trade balance::none,2007-12-01,17:00,-59.70B,,-56.50B
USD::fed's balance sheet::none,2007-12-06,04:30,882.76B,,879.42B
USD::nonfarm payrolls::none,2007-12-07,20:30,115K,,166K
USD::u.s. baker hughes oil rig count::none,2007-12-08,01:00,340,,354
USD::cftc crude oil speculative net positions::none,2007-12-08,04:30,34.2k,,44.6k
USD::fed interest rate decision::none,2007-12-12,02:00,4.25%,,4.50%
USD::fed's balance sheet::none,2007-12-13,04:30,881.75B,,882.76B
USD::cpi::m/m,2007-12-14,21:30,0.8%,,0.3%
USD::cpi::y/y,2007-12-14,21:30,4.3%,,3.5%
USD::core cpi::m/m,2007-12-14,21:30,0.3%,,0.2%
USD::core cpi::y/y,2007-12-14,21:30,2.3%,,2.2%
USD::u.s. baker hughes oil rig count::none,2007-12-15,01:00,342,,340
USD::cftc crude oil speculative net positions::none,2007-12-15,04:30,38.0k,,34.2k
ILS::cpi::y/y,2007-12-15,23:00,2.8%,,2.2%
EUR::german ifo business climate index::none,2007-12-19,17:00,103,103.8,104.2
USD::fed's balance sheet::none,2007-12-20,04:30,887.98B,,881.75B
CNY::pboc interest rate::none,2007-12-20,18:00,7.47%,,7.29%
USD::us leading index::m/m,2007-12-20,23:00,-0.4%,-0.3%,-0.5%
USD::u.s. baker hughes oil rig count::none,2007-12-22,01:00,343,,342
USD::cftc crude oil speculative net positions::none,2007-12-22,04:30,29.1k,,38.0k
USD::fed's balance sheet::none,2007-12-27,04:30,890.66B,,887.98B
USD::cftc crude oil speculative net positions::none,2007-12-28,04:30,48.4k,,29.1k
USD::u.s. baker hughes oil rig count::none,2007-12-29,01:00,325,,343
